X,Y,OBJECTID,STATION_ID,OWNER,TTYPE,HULL,NAME,PAYLOAD,LAT,LON,TIMEZONE,FORECAST,NOTE,URL
-83.991,26.006,"1243",msg12,MS,Test station,,Mississippi State University Wave Glider - MSG12,,26.006,-83.991,?,,"Data from this station are not quality controlled by NDBC<br /><br />Click?<a title=""here"" style=""color: rgb(0, 51, 153); font-family: arial,helvetica,sans-serif;"" href=""http://www.ndbc.noaa.gov/nws_special/msg12.txt"" shape=""rect"">here</a>?to see latest positions.",http://www.ndbc.noaa.gov/station_page.php?station=msg12
-83.987,27.487,"1244",msg14,MS,Test station,,Mississippi State University Wave Glider - MSG14,,27.487,-83.987,?,,"Data from this station are not quality controlled by NDBC<br /><br />Click?<a title=""here"" style=""color: rgb(0, 51, 153); font-family: arial,helvetica,sans-serif;"" href=""http://www.ndbc.noaa.gov/nws_special/msg14.txt"" shape=""rect"">here</a>?to see latest positions.",http://www.ndbc.noaa.gov/station_page.php?station=msg14
-82.5939999999999,27.6610000000001,"1245",mtbf1,PT,Water Level Observation Network,,"8726412 - Middle Tampa Bay, FL",,27.661,-82.594,E,FZUS52.KTBW,,http://www.ndbc.noaa.gov/station_page.php?station=mtbf1
-71.9589999999999,41.0480000000001,"1246",mtkn6,NOS,Water Level Observation Network,,"8510560 - Montauk, NY",,41.048,-71.959,E,FZUS51.KOKX,"Right whales are active off NY from November to April.&nbsp; Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas along the mid-Atlantic coast.&nbsp; To learn more about right whales and rules protecting them, go to: <a href=""http://www.nmfs.noaa.gov/pr/shipstrike"">http://www.nmfs.noaa.gov/pr/shipstrike</a><a href=""http://www.nmfs.noaa.gov/pr/shipstrike"">&nbsp;</a>",http://www.ndbc.noaa.gov/station_page.php?station=mtkn6
-121.889,36.6050000000001,"1247",mtyc1,NOS,Water Level Observation Network,,"9413450 - Monterey, CA",,36.605,-121.889,P,FZUS56.KMTR,"Data from a nearby water quality station (MYXC1) can be viewed?<a title=""MYXC1"" href=""http://www.ndbc.noaa.gov/station_page.php?station=myxc1"">here</a>.<br />Weather data from this station can now be seen under Station ID <a title=""MEYC1"" href=""http://www.ndbc.noaa.gov/station_page.php?station=meyc1"">MEYC1</a>.",http://www.ndbc.noaa.gov/station_page.php?station=mtyc1
-80.942,25.1060000000001,"1248",mukf1,NP,Water Quality Station,,"Murray Key, FL",,25.106,-80.942,E,FZUS52.KKEY,"Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.",http://www.ndbc.noaa.gov/station_page.php?station=mukf1
-134.606,58.364,"1249",mvxa2,MA,C-MAN Station,,"Mendenhall Valley, AK",,58.364,-134.606,A,,,http://www.ndbc.noaa.gov/station_page.php?station=mvxa2
-97.05,27.8380000000001,"1250",mwqt2,NR,NERRS Water Quality Station,,"Ship Channel, Mission-Aransas Reserve, TX",,27.838,-97.05,C,,,http://www.ndbc.noaa.gov/station_page.php?station=mwqt2
-134.425,58.301,"1251",mxxa2,MA,C-MAN Station,,"MXAK Office, AK",,58.301,-134.425,A,,,http://www.ndbc.noaa.gov/station_page.php?station=mxxa2
-81.4279999999999,30.398,"1252",mypf1,NOS,Water Level Observation Network,,"8720218 - Mayport (Bar Pilots Dock), FL",,30.398,-81.428,E,FZUS52.KJAX,"Right whales are active off FL from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the U.S. East Coast.  It is illegal to approach right whales within 500 yards.  To learn more about right whales and rules protecting them, go to: <a href=""http://www.nmfs.noaa.gov/pr/shipstrike"">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<br />",http://www.ndbc.noaa.gov/station_page.php?station=mypf1
-121.889,36.6050000000001,"1253",myxc1,CN,Water Quality Station,,"Monterrey, CA",,36.605,-121.889,P,,"For area forecasts and warnings, select:&nbsp;<a href=""http://www.wrh.noaa.gov/mtr/"">San Francisco/Monterey WFO</a> <br />  Data from a nearby water level observation station (MEYC1) can be viewed&nbsp;<a title=""MEYC1"" href=""http://www.ndbc.noaa.gov/station_page.php?station=meyc1"">here</a>.",http://www.ndbc.noaa.gov/station_page.php?station=myxc1
-122.125,38.035,"1254",mzxc1,PT,Water Level Observation Network,,"9415102 - Martinez-Amorco Pier, CA",,38.035,-122.125,,,,http://www.ndbc.noaa.gov/station_page.php?station=mzxc1
-85.444,46.087,"1255",nabm4,CE,GLOS Weather Station,,"Naubinway, MI",,46.087,-85.444,E,,"For Great Lakes marine forecasts, select: <a href=""http://www.nws.noaa.gov/om/marine/forecast.htm#glf"">GREAT LAKES FORECASTS</a>",http://www.ndbc.noaa.gov/station_page.php?station=nabm4
-71.321,41.578,"1256",naqr1,NR,NERRS Water Quality Station,,"T-Wharf Bottom, Narragansett Bay Reserve, RI",,41.578,-71.321,E,,,http://www.ndbc.noaa.gov/station_page.php?station=naqr1
-71.3389999999999,41.6370000000001,"1257",naxr1,NR,NERRS Weather Station,,"Potters Cove, Narragansett Bay Reserve, RI",,41.637,-71.339,E,,"Water Quality data for this Reserve are available at....<br /> <a href=""http://www.ndbc.noaa.gov/station_page.php?station=naqr1"">NAQR1</a> -- T-Wharf Bottom<br />",http://www.ndbc.noaa.gov/station_page.php?station=naxr1
-114.728,36.087,"1258",nbba3,LM,Buoy,,Lake Mead - North Boulder Basin,,36.087,-114.728,M,,,http://www.ndbc.noaa.gov/station_page.php?station=nbba3
-70.9059999999999,41.6240000000001,"1259",nbgm3,PT,Water Level Observation Network,,"8447627 - New Bedford, Barrier Gate, MA",,41.624,-70.906,E,FZUS51.KOKX,,http://www.ndbc.noaa.gov/station_page.php?station=nbgm3
-74.752,40.1370000000001,"1260",nblp1,PT,Water Level Observation Network,,"8548989 - Newbold, PA",,40.137,-74.752,E,,"For area forecasts and warnings, select: <a href=""http://www.weather.gov/phi/"">Philadelphia-Mt Holly WFO</a>",http://www.ndbc.noaa.gov/station_page.php?station=nblp1
-77.037,38.3200000000001,"1261",ncdv2,NOS,Water Level Observation Network,,"8635027 - Dahlgren, VA",,38.32,-77.037,E,FZUS51.KLWX,,http://www.ndbc.noaa.gov/station_page.php?station=ncdv2
-95.266,29.7260000000001,"1262",ncht2,TCOON,Water Level Observation Network,,"8770777 - Manchester, TX",,29.726,-95.266,C,,,http://www.ndbc.noaa.gov/station_page.php?station=ncht2
-73.1469999999999,41.099,"1263",ncsc3,Long Island Ferry,Long Island Ferry,,"North Central Sound, CT",,41.099,-73.147,E,FZUS51.KOKX,,http://www.ndbc.noaa.gov/station_page.php?station=ncsc3
-155.167,12.5000000000001,"1264",ndbc1,NDBC,Test station,,NDBC Glider #1,,12.5,-155.167,?,,"<p>Glider data are not quality controlled by NDBC.<br /></p><p>Click <a title=""here"" href=""http://www.ndbc.noaa.gov/nws_special/ndbc1.txt"" shape=""rect"">here</a> to see latest positions.</p>",http://www.ndbc.noaa.gov/station_page.php?station=ndbc1
-81.0959999999999,25.0840000000001,"1267",nfbf1,COMPS,Offshore Tower,,"NFB - Northwest Florida Bay, FL",,25.084,-81.096,E,FZUS52.KKEY,,http://www.ndbc.noaa.gov/station_page.php?station=nfbf1
-81.627,30.4,"1268",nfdf1,PT,Water Level Observation Network,,"8720215 - Navy Fuel Depot, St Johns River, FL",,30.4,-81.627,E,,,http://www.ndbc.noaa.gov/station_page.php?station=nfdf1
-97.204,27.8220000000001,"1269",nglt2,TCOON,Shorebased Tower,,"8775283 - Port Ingleside, TX",,27.822,-97.204,C,,,http://www.ndbc.noaa.gov/station_page.php?station=nglt2
-79.014,43.0770000000001,"1270",nian6,NOS,Water Level Observation Network,,"9063012 - Niagara Intake, NY",,43.077,-79.014,E,,,http://www.ndbc.noaa.gov/station_page.php?station=nian6
-79.189,33.349,"1271",niqs1,NR,NERRS Water Quality Station,,"Oyster Landing, North Inlet-Winyah Bay Reserve, SC",,33.349,-79.189,E,,,http://www.ndbc.noaa.gov/station_page.php?station=niqs1
-79.189,33.349,"1272",niws1,NR,NERRS Weather Station,,"Oyster Landing, North Inlet-Winyah Bay Reserve, SC",,33.349,-79.189,E,,"<p>Water Quality data for this Reserve are available at....<br /><a href=""http://www.ndbc.noaa.gov/station_page.php?station=dbqs1"">DBQS1</a> -- Debidue Creek<br /><a href=""http://www.ndbc.noaa.gov/station_page.php?station=niqs1"">NIQS1</a> -- Oyster Landing<br /><a href=""http://www.ndbc.noaa.gov/station_page.php?station=wyss1"">WYSS1</a> -- Winyah Bay Surface<br /><a href=""http://www.ndbc.noaa.gov/station_page.php?station=wybs1"">WYBS1</a> -- Winyah Bay Bottom<br />",http://www.ndbc.noaa.gov/station_page.php?station=niws1
-124.239,40.7690000000001,"1273",njlc1,NOS,Water Level Observation Network,,"9418768 - North Jetty Landing, CA",,40.769,-124.239,P,FZUS56.KEKA,,http://www.ndbc.noaa.gov/station_page.php?station=njlc1
-168.855,52.972,"1274",nkla2,MA,Fixed Structure Weather Station,,Nikolski White Alice,,52.972,-168.855,A,,,http://www.ndbc.noaa.gov/station_page.php?station=nkla2
-151.399,60.683,"1275",nkta2,NOS,Water Level Observation Network,,"9455760 - Nikiski, AK",,60.683,-151.399,A,FZAK51.PAFC,,http://www.ndbc.noaa.gov/station_page.php?station=nkta2
